d251	He died of AIDS complications on April 28, 1994, aged 48, at his home in Portland. His papers are held in the Preston Archive at Brown University.
d252	Nasr Hamid Abu Zayd was born in Quhafa, some 120 km from Cairo, near Tanta, Egypt on July 10, 1943. He died on 5 July 2010 in Cairo as a result of an unidentified virus infection and was buried in his birthplace, on the same day. He was 67. At the age of 12, Abu Zayd was imprisoned for allegedly sympathising with the Muslim Brotherhood. After receiving technical training he worked for the National Communications Organization in Cairo. At the same time, he started studying at Cairo University, where he obtained his BA degree in Arabic Studies (1972), and later his MA (1977) and PhD degrees (1981) in Islamic Studies, with works concerning the interpretation of the Qur'an. In 1982, he joined the faculty of the Department of Arabic Language and Literature at Cairo University as an assistant professor. He became an associate professor there in 1987.
d253	Long was a member of the First Baptist Church of Jena, the American Legion, a Mason, and a Shriner. He died about 7:40 a.m. on October 5, 2006, at his home in Jena. In addition to his wife, sons, and granddaughter, Shelby Ann Long of Ventress in Pointe Coupee Parish, he was survived by four brothers, Willie F. Long of Jena, Earl K. Long and Steve Long, both of Olla, and Charles Long of Tullos; three sisters, Jo Beth Long Barber of Vicksburg, Mississippi, and Sarah Long Allison and Willa Long Freeman, both of Natchitoches. Services were held on October 7, 2006, at the Hixson Brothers Funeral Home in Jena. Mrs. Long, also a member of First Baptist in Jena and a graduate of Golden Meadow High School, died in a Baton Rouge hospice on March 3, 2007, after suffering a stroke -- just five months after her husband's passing. The Longs are interred in Magnolia Cemetery in Tullos.
d254	He retired to his home in Springfield Township, Fayette County, Pennsylvania where he died at age 57. He was interred at Christ Episcopal Churchyard in Brownsville.
d255	Even while dealing with the Hansa states, Valdemar was trying to suppress rebellious nobles who tried to assert the rights they had forced Valdemar's father to concede, and fight the Swedes and Norgwegians. He was in the process of taking gradual control of southern Jutland when he fell ill. Valdemar enlisted the help of Pope Gregory XI who agreed to excommunicate rebellious Danes. But before anything along those lines was done, Valdemar died at Gurre Castle in north Zealand on 24 October 1375. Valdemar was buried at Sorø Abbey in 1375. When Podebusk died, he was buried next to Valdemar at Sorø Abbey.
d256	He was born in Toronto, the son of Robert Gilmour and Lizzie Bowie. In 1882, Gilmour married Alfreda Vester. He served on Vancouver City Council in 1899. In 1917, Gilmour was named as a commissioner on the first Workmen's Compensation Board of British Columbia; he served until his death in Vancouver at the age of 71. Gilmore Station on the SkyTrain system is located at Gilmore Avenue which was named (misspelled) after Gilmour.
d257	Maxwell moved to Fort Sumner where he died and was buried in 1875.
d260	In mid-1873, Barrow's health declined, and though he went to the intercolonial conference at Sydney as one of the South Australian delegates in the hope that change of scene might lead to its improvement, it continued to deteriorate; he died in Adelaide on 22 August 1874 of an effusion on the brain. He was married twice and left a widow, three sons and three daughters. Barrow left behind him a reputation in his own time as a speaker and journalist.
d261	MacPherson served as Chief Secretary in the third McCulloch government in 1875--77, before retiring from politics in July 1878, still aged only 44. In 1880 he returned to Britain and settled in Surrey, where he died in 1894. He married Louisa Featherstonhaugh in 1858: they had seven children.
d262	The following day, Colonel Miguel Virasoro occupied the government that he would leave to general Benjamín Madariaga one month later. Almost alone, the ex governor Madariaga fled to Paraguay and directed himself to Asunción, where he planned to drag President López into the war against Rosas. He failed and went to Porto Alegre, Brazil, where he died in February 1848.
d264	In 1660, Brodrick was elected Member of Parliament for Orford in the Convention Parliament. He was knighted on 1 August 1660. He was surveyor-general of Ireland and an M.P. for Dungarvan (Ireland) in 1661. Also in 1661 he was elected MP for Callington and for Orford in the Cavalier Parliament and chose to sit for Orford which he represented until 1679. He was created M.A.at Oxford on 9 September 1661. Brodrick died at Wandsworth in 1680 at the age of 57.
d265	Virginia Proctor Powell Florence died in 1991 at the age of 93 in Richmond.
d266	Goodwin's work has been exhibited in Montreal since the early 60s, with some significant solo shows. Other exhibitions have taken place elsewhere in Canada, the U.S. and Europe. She was chosen to represent Canada in the Venice Biennial in 1995. In 1996, she was acknowledged with an exhibition at the National Gallery of Canada, Betty Goodwin: Signs of Life. In 2003, she was made an Officer of the Order of Canada. She died in December 2008 in Montreal.
d267	Two years after retiring from teaching, he died at Boston, Massachusetts on February 25, 1915.
d269	Born in Wellington in 1850, he played for the Athletic and Wellington sides. His All Blacks test debut was in 1884. He died in 1935 in Wellington.
d270	Even though he was rich, Vlas welcomed the rise of the Bolsheviks and the Russian Revolution. This might've been partly due to his outcast status among intellectuals because of his feuilletons, and their popularity with middle and working class people. After his death in St. Petersburg in 1922, he was buried next to the grave of the writer and revolutionary Vera Zasulich.
d271	Hamann was killed in Siedliszcze in Poland during fighting on the Eastern Front of World War II.
d272	After collapsing a week earlier on stage during a performance of Die Meistersinger at the New York City Opera, Natzka died on November 4, 1951 in New York City, aged 39.
d273	Rankin was elected as a Democrat to the Forty-eighth and Forty-ninth Congresses and served from March 4, 1883, until his death in Washington, D.C., January 24, 1886. He was interred in Evergreen Cemetery, Manitowoc, Wisconsin.
d274	Tam McGraw died of a suspected heart attack at his home in Mount Vernon, Glasgow. Paramedics arrived at his home at about 1500 G M T on Monday, July 30, 2007 but were unable to resuscitate him. He was declared dead on arrival at Glasgow Royal Infirmary.
d275	Lantsberg died on September 29, 2005 in Nuremberg after prolonged illness.
d276	After his death in Verona in 1352, he was succeeded by Mastino's sons.
d277	Marcon abandoned cricket after he left Oxford to become a vicar in Cornwall and eventually the Rector of Edgefield in his native Norfolk, where he died in 1875.
d278	He died on 6 January 1915 in Guildford.
d279	After retiring as a justice, he campaigned with Edward III in Flanders, and distinguished himself as a soldier. He was also one of the instigators behind the king's actions against Archbishop Stratford in 1340. He died at Ghent the same year, probably on December 2nd, and was buried at Coverham Abbey, Yorkshire. Geoffrey and his wife Ivetta had five sons. Their eldest son, Henry (whose daughter Joane married Henry Fitzhugh), became the first Baron Scrope of Masham.
d281	Mitchell resided in Evansville, Indiana, where he died December 11, 1979. He was interred in Sunset Memorial Park.
d282	She was born in 1888, in Shippensburg, Pennsylvania. She later moved to New York. She graduated from Barnard College and taught Greek courses at a high school in Methuen, Massachusetts. She became a reporter for the New York Herald and the New York Herald Tribune. In 1914 she covered the Suffrage hike from Manhattan to Albany, New York. In 1976, she moved to Warwick, Rhode Island. She died on October 6, 1981, in Warwick, Rhode Island.
d283	According to published obituaries, Fletcher died on June 12, 2007 in Monterey, California, as a result of complications from a head injury sustained from being hit by the car six years earlier.
d284	Newman returned to Queensland in 1908 to become a consultant to Mount Morgan Gold Mining Co. Ltd, subsequently joining the engineering staff until he returned to consultancy in 1912, after which he worked in Papua and Malaya. He served with the Malay States Guides in World War I and then formed Alluvial Tin (Malaya) Ltd in 1923 with Frederick Pratten. The pair extended their business to Siam, Borneo and Burma before selling the company in 1927. Newman returned to Caboolture, and on 16 February 1927 married Gwendoline Nita Stephenson; they settled in a thirty-eight room mansion. Newman bought extensive property in rural Queensland and the Northern Territory, acquiring dairy farms, pineapple plantations, and cattle studs. In 1942 he was appointed controller of minerals production and given the task of increasing production of strategic minerals like tungsten and tin. He moved briefly to Melbourne, during which time the Royal Australian Navy used his home; he later donated the property as a war veterans' home and lived in Beachmere. Appointed Commander of the Order of the British Empire in 1957, he was awarded the medal of the Australasian Institute of Mining and Metallurgy in 1960. He died at St Lucia in 1973.
d285	Woodford was promoted to brigadier general in February 1777. He was wounded later that year at the Battle of Brandywine, where he and his troops performed well. In 1778 he led his brigade at the Battle of Monmouth where he took control of Comb's Hill and with artillery was able to pound the British left flank.. In late 1779 he and his brigade were sent to join the Southern army, only to be captured at the Siege of Charleston in 1780. He was sent to New York, where he died on board a British prison ship later that year. He was buried at Trinity Church, New York.
d286	Lord Collins was judge of the first trial against Oscar Wilde on 3 April 1895. He represented Great Britain on the Venezuela Boundary Commission, established to adjudicate in the boundary dispute between British Guiana and Venezuela in 1899. In 1904, he was chairman of the commission which investigated the case of Adolf Beck. He died at Hove, East Sussex and is buried in Brompton Cemetery.
d287	Gray was chairman of the executive of the Liberal Party organization for six years and was a member of the Council of the Liberal Party at the time of his death. He died at his home in Wheathampstead in Hertfordshire.
d288	Evershed died at Wisborough Green, Sussex on 24 November 1887.
d291	Marta Canales Pizarro (17 July 1893 -- 6 December 1986) was a Chilean violinist, choral conductor and composer. She was born in Santiago and made her debut as a violinist at age eleven playing Mendelssohn's ``Concerto''. With her brothers, she founded a chamber ensemble that was active from 1916-1920. After her performing career ended, she studied composition with Luis Esteban Giard, and then worked as a composer and choral conductor. She died in Santiago.
d292	He was elected to the 1st Canadian Parliament on September 20, 1867 as a member of the Anti-Confederation Party. At the anti-confederate convention of August 1868 in Halifax, Nova Scotia, in opposition to Joseph Howe, he proposed that the best way of getting the Confederation repealed would be for all anti-confederate Members of Parliament to offer their resignations. The policy was not accepted, and he continued to sit in the House of Commons. From January 30, 1869 onward he was a member of the Liberal Party. He died on April 9, 1870 in Ottawa from an onset of smallpox.
d294	On his death in Bath in December 1802, Hunter's estate passed to his granddaughter; her husband then took the surname Hunter, although he sold the estate. Hunter was buried in a family vault in the churchyard at North Mymms.
d295	McCloskey presented credentials as a Democratic Member-elect to the Seventy-first Congress and served from March 4, 1929, to February 10, 1930, when he was succeeded by Harry M. Wurzbach who successfully contested his election. He was not a candidate for renomination in 1930. He resumed the practice of law. He served as judge of the corporation court of San Antonio, Texas, from January 1943 to July 1947. He practiced law until his death in San Antonio, Texas, July 21, 1950. He was interred in San Fernando Cemetery.
d296	In 1893, after his father's death, Ghose returned to India and took a series of teaching posts at Patna, Bankipur, and Calcutta. In 1897 he was appointed Assistant Professor of Dacca College. After the death of his wife Malati Banerjee in 1918, his health deteriorated and he aged prematurely. For 30 years Ghose had cherished the dream of returning to England and even booked a passage along with his daughter in march of 1924, but after a short illness on 4 January 1924 he died in Calcutta.
d298	Though making India and Ramanasramam her permanent home, she returned to England periodically in the 1950s, living at the Coombe Springs Institute, founded by J. G. Bennett, a former student of Gurdjieff. While there she worked on Bennett's Dramatic Universe and was initiated into Subud by Pak Subuh. On her last trip around the world she stayed in New York, in 1959, where she reconnected with old friends from the Prieuré-- Mme Jeanne de Salzmann, Mme Ouspensky, Olga de Hartmann and Peggy Flinsch--and was introduced to Lord John Pentland.
d299	In later years, Aumonier and his wife moved to Ashburton, New Zealand, where he died.
d300	He enjoyed great secular power; the 1258 Provisions of Oxford gave four men the power to elect a council of fifteen to govern the treasury and the chancellery. These four men were the Earl Marshal (the Earl of Norfolk), Hugh Bigod, John Maunsell, and the Earl of Warwick (John du Plessis). Not only did he arrange the marriage of Henry III daughter, Margaret of England to Alexander III of Scotland in 1249, but he entertained the courts of England and Scotland on King Alexander's visit to London in 1256. Such a feat would not have been possible but for the income from his pluralities. He was named Seneschal of Gascony in 1243 a post later held by Simon de Montfort, 6th Earl of Leicester and subsequently by Prince Edward. Alfonso of Castile had his eyes on Gascony and John Maunsell helped to defuse the situation by arranging the marriage of Edward to Alfonso's half-sister, Eleanor in 1254. Sedgwick castle came into his hands in 1249. In 1261 he was named Constable of the Tower of London. He was mediator along with Simon de Montfort in arranging the marriage of Henry's daughter Beatrice with John of Brittany in 1259. John Maunsell was in France with Queen Eleanor and Edmund when Simon de Montfort vanquished Henry III at the Battle of Lewes, 14 May 1264. Shortly thereafter, Simon de Montfort took possession of Maunsell's estates in August of 1264. John Maunsell died 20 January 1265 in Florence and was buried in York Minster. Among his contemporaries were the better known Simon de Montfort, 6th Earl of Leicester and Roger Bacon.
d301	Cimon died at Quebec City in 1917.
d302	Flower died in 1861 at his home in Leicester. There is now a blue plaque on the wall commemorating his residency there. He is buried in Welford Road Cemetery.
d303	In 1849 he became curator of the Natural History Museum at Wiesbaden, and began to study the Tertiary strata of the Mayence Basin, and also the Devonian fossils of the Rhenish provinces, on which he published elaborate memoirs. In 1855 he was appointed professor of mineralogy and geology at the Polytechnic Institute at Karlsruhe, and he took part in the geological survey of Baden. From 1863 to 1896 he was professor of mineralogy and geology at the University of Würzburg. His great work Die Land- und Susswasser-Conchylien der Vorwelt was published in 1870-1875. Later he issued an authoritative work on mineral veins, Untersuchungen ber Erz gauge (1882--1885). He died at Würzburg on the 11th of April 1898. His brother Guido Sandberger (1821--1869) was an authority on fossil cephalopoda, and together they published Die Versteinerungen des rheinischen Schichiensystems in Nassau (1850--1856).
d304	On December 10, 1994, Bishop Paul retired and was succeeded by Bishop Raymond Leo Burke. Bishop Paul died at Franciscan Skemp Medical Center in La Crosse, Wisconsin at the age of 87.
d305	Dr. Julio E. Linares (1930-1993) was a jurist, politician and historian. Born in Panama City he died in New York. He studied completed graduate and post-graduate studies at the University of Panama, graduating in Law and Political Sciences, before gaining a Doctoral Law Degree from the University of Madrid and a Diploma in Law and International Politics from the International University of Social Studies in Rome (Italy).
d307	Halfdan Egedius became ill during a summer stay in Telemark in 1898, and after relapsing before Christmas, was hospitalized in Christiania, where he died in February 1899, not yet 22 years old. The cause of death was actinomycosis, a bacterial infection that attacked the internal organs. He was buried in the churchyard at Vestre Aker. Fifty after his death, a memorial stone was erected.
d309	In 1782, he succeeded William Hillyer as Surveyor to the County of Essex, a position that he held for thirty years, retiring at the age of 80. In 1785, he became a partner with Sir Herbert Mackworth and others in Dorsett and Co., a bank in Bond Street, but Mackworth left before 1792, the bank failed in 1797 and was wound up in 1803. After this, Johnson moved from Berners Street to Camden Town, and on his retirement in 1812 he went back to Leicester, where he died. There, in St Martin's Church (now Leicester Cathedral) where he was buried, he is commemorated on the base of a monument by John Bacon which was originally erected in 1786 as a memorial to his parents.
d310	A resident of Dobbs Ferry, New York, Judge Conner died at age 89 in Bronxville. He was survived by his wife, a daughter, three sons and six grandchildren.
d312	Childs died at Philadelphia on the 3rd of February 1894. His wife died at the Bellevue-Stratford Hotel in Philadelphia on 13 August 1928 at age 88. His Recollections were published at Philadelphia in 1890 and an elementary school in Philadelphia is named after him, as is the George W. Childs Recreation Site, in Pike County, Pennsylvania.
d313	Granger remained in Kirtland until his death in 1841 at the age of 47. Even though there were few Latter Day Saints in the area at the time, his funeral was attended ``by a vast concourse of people'' from Kirtland and neighboring towns.
d314	Baldwin died of intestinal cancer at his home in Locust Valley, New York in 1905. He was buried in Forest Hill Cemetery in Boston following a private funeral in Glen Cove, New York. After his death the ferries operated by the Long Island Railroad flew their flags at half mast and the principal stations on the road were draped in black for several days.
d316	After his tenure in Congress, Henry continued the practice of law until his death in Cambridge. He is interred in Christ Protestant Episcopal Church Cemetery.
d317	Albert Watson (1 June 1918 -- 22 October 2009) was a professional footballer, who played for Huddersfield Town and Oldham Athletic. He was born in Bolton on Dearne, near Barnsley, Yorkshire. For many years he had a sports shop in Sunderland trading as Willie Watson Sports, and he died in Sunderland in 2009.
d318	Born in the blockhouse in Marietta, Ohio, Johnson attended the public schools. He studied medicine. He commenced practice in Marietta in 1822. He moved to McConnelsville, Morgan County, Ohio, in 1823 and continued practice. He served as clerk of the court of common pleas in 1825. He served as member of the State house of representatives 1833-1835. Presidential elector in 1840 for Harrison/Tyler. Johnson was elected as a Whig to the Twenty-eighth Congress (March 4, 1843-March 3, 1845). He was an unsuccessful candidate for reelection in 1844 to the Twenty-ninth Congress. He resumed the practice of medicine in McConnelsville, Ohio. Discontinued the practice of his profession in 1847 on account of ill health and lived in retirement until his death in McConnelsville, Ohio, February 9, 1870. He was interred in McConnelsville Cemetery.
d319	In 1983 he wrote Built on Gold: Recollections of Western Mining (1983). Sir Lindesay Clark died on 3 January 1986 in Kooyong, four days before his 90th birthday, survived by his wife and their two daughters and son. His son is Professor Arthur Colvin Lindesay Clark AM, foundation Professor of Paediatrics at Monash University.
d320	Afterwards, Cole served as a member of the Board of Regents of the Smithsonian Institution from 1940 to 1943, and was named a member of the Board of Regents of the University of Maryland, College Park in 1931, becoming chairman of the board in 1944. He was appointed judge of the United States Court of Customs and Patent Appeals by President Harry S. Truman on July 10, 1952, and served until his death in Baltimore, Maryland. He is interred in Arlington National Cemetery. Cole Field House at the University of Maryland, College Park, is named in his honor.
d321	He was Clerk of the United States House of Representatives in the Thirtieth and Thirty-first Congresses. He served from December 7, 1847 until his death in Washington, D.C. on April 13, 1850. He was interred at Calhoun, Tennessee.
d323	In 1945 he was elected corresponding member of the Romanian Academy, being expelled in 1948. After being arrested by the Communist authorities, he died in Sighet prison in December 1953 or January 1954.
d324	Thomas Ruggles Gold (November 4, 1764 -- October 24, 1827) was a United States Representative from New York. Born in Cornwall, Connecticut, he pursued classical studies and was graduated from Yale College in 1786. He studied law, was admitted to the bar and commenced practice in Goshen, Connecticut. He settled in Whitesboro, Oneida County, New York in 1792 and was assistant New York attorney general from 1797 to 1801. He was a member of the New York State Senate from 1796 to 1802 and was an unsuccessful candidate for election in 1804 to the Ninth Congress. He served in the New York State Assembly in 1808 and was elected as a Federalist to the Eleventh and Twelfth Congresses, holding office from March 4, 1809 to March 3, 1813. He was an unsuccessful candidate for reelection in 1812 to the Thirteenth Congress, and was elected to the Fourteenth Congress, holding office from March 4, 1815 to March 3, 1817. He was not a candidate for renomination in 1816 and resumed the practice of law in Whitesboro, where he died in 1827. Interment was in Grand View Cemetery.
d325	Nora Holt died January 25, 1974 in Los Angeles.
d326	He died on 25 November 1699 at East Newton, and was buried in Stonegrave church. He married in 1668 Alice, eldest daughter of William Thornton of East Newton, by Alice his wife, daughter of Sir Christopher Wandesford of Kirklington. By this lady, who died on 20 January 1720, aged 87, he had four sons and two daughters.
d327	Whalley married, on 16 January 1768, Betsey Jacobs of List Lane. He was in later life involved in money troubles. He lived for some months concealed in the house of his friend Francis Godolphin Waldron, but his hiding-place was discovered and he left for Flanders. After a few months' residence there he died at Ostend on 12 June 1791. His library was sold in 1792.
d329	He died in prison at Hull Castle on 18 April 1585, having been imprisoned there since 1579.
d330	After the proclamation of the Independent State of Croatia he returned to the country. In 1942 he became the president of the Croatian Parliament. Although the Parliament only met a few times within the first year, he retained his position as its president until his death in Zagreb in 1944.
d332	Richardson lived the remainder of his years at the Army and Navy Club in Washington, D.C.; he died at Walter Reed Hospital on 20 May 1929 and was buried at West Point.
d334	He was a prolific painter of religious works, for churches and convents in Flanders and Brabant are rich in his paintings. His style was more Italian than Flemish. One masterpiece is Nuns Giving Aid during the Plague, in the convent of the Black Nuns, at Ghent, the city where he died.
d335	Donald Brian died at Great Neck, New York in 1948.
d337	Throughout his tenure at UM, Toole remained an outspoken advocate for environmental responsibility and political ethics. Though undergoing treatment for the lung cancer that ultimately killed him, he spent the first months of 1981 living in Helena, writing and ``keeping an eye on the Legislature.'' His 1981 writing project remained unfinished, though, and Toole died in a Missoula hospital that August. He remains, however, the state's best-known academic historian, with an influence that continues to be felt today.
d338	A particular focus of her mandate was the arts in Ontario. After leaving Office, Mrs. McGibbon was promoted to be a Companion of the Order of Canada, and was appointed to the Order of Ontario. She died in Toronto in 2001, aged 91. She was buried in the family plot in the Lakeview Cemetery in Sarnia, Ontario.
d339	In the late 1860s, Doniphan re-opened his law office in Richmond, Missouri, where he died at the age of 79. He is buried in Fairview Cemetery in Liberty under an obelisk.
d340	He died in 1968 in Riverside, California.
d341	Cason was elected as a Republican to the Forty-third and Forty-fourth Congresses (March 4, 1873-March 3, 1877). He was an unsuccessful candidate for renomination in 1876. He resumed the practice of law in Lebanon, Indiana. He retired in 1897 and moved to Washington, D.C., where he died July 10, 1901. He was interred in Oak Hill Cemetery, Lebanon, Indiana.
d342	Funk died in 1917 in Altbergthal, near Altona, Manitoba.
d343	In Queen Anne's reign, in his old age, the Duke of Leeds was described as ``a gentleman of admirable natural parts, great knowledge and experience in the affairs of his own country, but of no reputation with any party. He hath not been regarded, although he took his place at the council board''. The veteran statesman, however, by no means acquiesced in his enforced retirement, and continued to take an active part in politics. As a zealous churchman and Protestant he still possessed a following. In 1705 he supported a motion that the church was in danger, and in 1710 in Henry Sacheverell's case spoke in defence of hereditary right. In November of this year he obtained a renewal of his pension of £3500 a year from the post office which he was holding in 1694, and in 1711 at the age of eighty was a competitor for the office of Lord Privy Seal. Leeds's long and eventful career, however, terminated soon afterwards by his death in Easton Neston, Northamptonshire, England on 26 July 1712.
d345	After the end of the War, Eustis devoted much of her time and interests towards the study of ``music therapy'', a term that wasn't even in wide use yet at that time. In the late 1940s, she undertook a pioneering project at a Long Island hospital to explore the therapeutic role music could play in treating the mentally ill. She continued to work actively as a music therapist for many years, and eventually became a highly respected educator within the field. An annual scholarship in her name is offered by the American Music Therapy Association. She died in Southbury, Connecticut at the age of 88.
d346	In her early 40s, Maggie Hemingway was diagnosed with aplastic anaemia. She died in London on 9 May 1993. David Matthews composed his 'Piano Trio No. 2', op. 61 (1993--94) in her memory.
d347	Imam Mohamad Jawad Chirri was the founder and was director of the Islamic Center of America until his death in 1994 in Dearborn, Michigan, USA.
d348	Sparks died on March 15, 2011, at age 64, at his home in Mount Vernon, New York. He had diabetes and high blood pressure.
d349	Władysław Żeleński (11 July 1903 25 June 2006) was a Polish lawyer, historian and publicist. He lived in the France from the end of World War II until his death in Paris in 2006.
d350	Françoise Claustre, who was born in Paris, died at her home in Montauriol, Pyrénées-Orientales, France, in September 2006, at the age of 69.
d351	Allison died at his home in Los Angeles, May 13, 2008. Allison was widowed in 1997 and is survived by one son, Richard, who lives and works in London, England.
d352	Her last years were marred by depression, alcoholism and illness and she died in Paris of a malignant influenza (pneumonia), at the age of thirty-eight. Sanderson was responsible for helping launch the career of another soprano made famous in the French repertoire, Mary Garden.
d354	Mr. Lateiner died Sunday, December 12th, 2010 in a New York City hospital.
d355	Lane first exhibited at the Royal Academy in 1804, secured a large practice, and was a constant contributor for more than fifty years, sending in all 217 works. He lived in London at 60 Greek Street, Soho until 1853, and then retired to Ipswich; he sent his last contribution to the Academy in 1857. He died at Ipswich on 29 July 1859.
d357	In 1946, Smith sought the Democratic nomination for governor, but he finished fifth behind Beauford Jester, Homer Rainey, Grover Sellers, and Jerry Sadler. Returning to the private practice of law, he formed a partnership with his son in Lubbock, where he died on September 26, 1963.
d358	Abdullah Yaqta, also known as Abdullah Yaftali (6 May 1914 -- 17 July 2003) was an interim Prime Minister of Afghanistan from 11 October to 1 November 1967. He was born in Kabul and later emigrated to the United States, where he died.
d360	Nissen was never a Canadian citizen and in 1921 became a British citizen. He earned little in royalties from his hut. His wife died in 1923 and he died in London in 1930.
d361	Webster remained in Elkhorn until his death on 18 January 1875, at the age of 56. He is buried at the Hazel Ridge Cemetery in Elkhorn, where his epitaph reads, ``Joseph P. Webster. In the Sweet By and By We Shall Meet''. His former residence is now the home of the Walworth County Historical Society, which acts as a museum to both Webster and thousands of Civil War era antiques and unique items.
d362	President Lyndon B. Johnson nominated Dyer to the United States Court of Appeals for the Fifth Circuit on August 16, 1966, to a seat vacated by Warren Leroy Jones. Confirmed by the Senate on August 25, 1966, he received his commission on August 25, 1966. Dyer assumed senior status on September 30, 1976. He was reassigned to the United States Court of Appeals for the Eleventh Circuit on October 1, 1981, and remained on that court until his death in Miami, Florida in 1998. Kenneth Starr was one of Dyer's law clerks, before clerking for Warren E. Burger. The David W. Dyer Federal Building and U.S. Courthouse is named for him.
d363	McCullough was elected as a Federalist to the Sixteenth Congress to fill the vacancy caused by the resignation of David Fullerton. He served in the Pennsylvania House of Representatives from 1831 to 1835. He was the first president of the Cumberland Valley Railroad Company and managed and edited the Franklin Repository. He was president of the Bank of Chambersburg at the time of his death in Chambersburg, Pennsylvania, on September 10, 1848.
d365	At his death in Corsicana, Texas in 1953, Collins`` sizable estate was apportioned among four major beneficiaries: a namesake parochial school, The Texas Scottish Rite Hospital for Crippled Children, St. Joseph's Orphanage of Dallas, and a scholarship fund to help graduates of Corsicana High School attend college.
d366	Born in Blakeville to sawmiller Harry Hyatt and Elizabeth Dalton, he attended Blakeville State School and became a sawmiller and timber contractor. He served in the Australian Imperial Force's 14th Battalion in Egypt and France during World War I; on 22 December 1917 he married Elizabeth Stratton, with whom he had four children. Returning from the war in 1918 he became a postal worker, and became involved in the Postal Workers' Union. In 1943 he was elected to the Victorian Legislative Assembly as the Labor member for Warrenheip and Grenville, transferring to Hampden in 1945. He was defeated in 1947. Hyatt died at Ballarat in 1969.
d367	Maassen died in Wilten near Innsbruck.
d369	Brereton died suddenly on 2 February 1933 near Tamworth, New South Wales while on a caravan tour. He had married in 1900 Winifred Odd, who survived him with a daughter and four sons. As an Elizabethan scholar, his only rival in Australia in his day was Ernest Henry Clark Oliphant. His prose work was interesting and sensitive, and the best of his verse gives him an assured place among Australian poets. He was entirely unselfish and did much for Lawson when he was most in need of friends.
d371	He died of phthisis (tuberculosis) and diabetes at Mount Lofty on 31 May 1909. He was given a state funeral and buried at Mitcham Cemetery.
d372	She was trustee of a number of voluntary organisations, notably the Caldecott Community, and Bessels Leigh schools. vice-president of the National Association of Voluntary Hostels from 1978 and of Barnardo's from 1989. Faithfull supported the National Children's Bureau, of which she was president. In 1993 she founded the Lucy Faithfull Foundation, which works as a child protection agency helping sexually abused children and their families. She died unmarried in London in 1996.
d374	Poe died November 11, 1920 in Beaver County, probably at the Beaver County Home. He is buried in the Georgetown, Pennsylvania cemetery.
d376	With a legacy from Hannah's aunt, the family were able to move, in 1895, into Church Cottage, Tysoe. In 1900, they moved into the Orchards, a little farmstead in Lower Tysoe. In the 1900s he became a parish and district councillor and a justice of the peace. Early in 1914 Joseph's scattered in Tysoe were exchanged for a holding, Coldstone Farm, at Ascott under Wychwood in Oxfordshire, where he died on 4 March 1919.
d377	Baier died at his home in Dunedin, New Zealand.
d378	Osborn died of kidney failure on November 27, 1975 at age 53 in Kansas City.
d380	In November 1998, Pitchford died at his home in Lexington, from AIDS. A diddley bow is featured on his headstone which was paid for by John Fogerty and Rooster Blues Records through the Mt. Zion Memorial Fund. His grave is located near the grave of Elmore James, in the New Port Baptist Church cemetery in Holmes County, Mississippi.
d382	He was elected as a Federalist to the Fifteenth and Sixteenth Congresses and served from March 4, 1817, until his death in Washington, D.C., on December 20, 1820. He was buried in the Congressional Cemetery.
d383	William H. Jackson died at Belle Meade in 1903 and was buried in the family's mausoleum in the plantation's cemetery. In 1906, after the plantation was sold, he and other members of the Harding-Jackson family were reinterred in Mount Olivet Cemetery in Nashville, Tennessee.
d385	Stephen Buhrer (December 25, 1825 -- December 8, 1907) was the Democratic mayor of Cleveland from 1867 to 1870. Buhrer was born near Zoar, Ohio, in Tuscarawas County to Johann Casper and Anna Maria Miller Buhrer. His father died in 1829 and Buhrer was entrusted to the Society of Separatists until he was old enough. Buhrer was educated mainly in Sunday School until he was twelve and he started learning a trade. Buhrer left the farm and traveled to Cleveland to work as a cooper. Buhrer then became a traveling salesman before returning to Cleveland to open his own coopering shop. He sold his shop and then began distilling alcohol for a living until he eventually became a wholesale distributor of alcoholic beverages. Buhrer was a three-term member of the city council until he was elected as mayor of Cleveland in 1867. The Cleveland House of Correction & Workhouse was built under his term as mayor. After serving two terms, he returned to serve another term on the city council before he died in Cleveland in 1907.
d389	From 1932 to the beginning of World War II, Hee lived in San Francisco, where he founded the Chinese Art Association. For the remainder of his life, he lived in Kaneohe, on the Hawaiian island of Oahu, where he died in 1993.
d391	William Beresford Inglis (died 1967) was a Scottish architect. He came from a large family with 6 siblings. His office was in Blythswood Square in Glasgow near his most important work, the Beresford Hotel on Sauchiehall Street (restored in 2003 as residential apartments). He also built 4 cinemas in Glasgow; The Toledo in Muirend, The Vogue in Anniesland, the Boulevard in Knightswood and the Hippodrome in Oatlands. He was helped in this operation by his eldest daughter Margaret Helen Scott Inglis. He died in 1967 in Keighley, Yorkshire. He was survived by his third wife. His first wife died on Arran during a family holiday, and his second wife divorced him and emigrated to New Zealand with the couple's two daughters.
d392	Swarthout died in his home in Scottsdale, Arizona on September 23, 1992 from emphysema (he was a life-long smoker).
d394	Arne Brun Lie died on 11 April 2010 in Beverly, MA. He was 85 years old.
